idcidade,nome,estado
5655,Ribeiro,Acre
62877,Souza de Campos,Alagoas
11391,Moreira Grande,Alagoas
37453,Castro,Ceará
72026,Pacheco,Pará
28296,Correia,Bahia
83626,Andrade,Mato Grosso do Sul
22202,Brito da Mata,Sergipe
46285,Câmara Alegre,Pará
29506,Cavalcante da Praia,Goiás
12355,Moreira Verde,Santa Catarina
50135,Farias das Pedras,Rio de Janeiro
47752,Marques da Mata,Roraima
938,Jesus dos Dourados,Mato Grosso
77666,Cassiano,Goiás
33819,Lima Verde,Rondônia
97938,Teixeira da Serra,Acre
34034,Viana,Bahia
72376,Vargas,Maranhão
73978,Nascimento Verde,São Paulo
56614,Vasconcelos das Pedras,São Paulo
45098,Costela,Rio Grande do Norte
27313,Pimenta de Peixoto,Sergipe
15620,Pinto,Amazonas
22925,Mendes da Prata,Amapá
91257,Macedo,Amapá
63457,Carvalho da Serra,Espírito Santo
43824,Oliveira do Norte,Paraná
51295,Santos,Amapá
75413,Cardoso de Silva,Paraná
57361,Monteiro de Marques,Rio de Janeiro
75708,Castro de Casa Grande,Mato Grosso do Sul
75798,Vieira de Oliveira,Espírito Santo
20494,Fogaça da Mata,Maranhão
89986,Caldeira de Duarte,Goiás
15410,Caldeira,Alagoas
51033,Pires das Flores,Piauí
58019,das Neves,Tocantins
51332,Brito Grande,Distrito Federal
79002,Moreira,Rio de Janeiro
48938,Souza,Amapá
42378,Siqueira de Barbosa,Amazonas
30600,Aragão de Minas,Goiás
9229,Machado,Goiás
23044,Garcia da Praia,Paraíba
41107,Camargo,Piauí
68690,Correia,Maranhão
42225,Moura,Pará
13658,da Cunha,Mato Grosso do Sul
16771,Freitas,Mato Grosso do Sul
95242,Vargas,São Paulo
9467,Abreu Alegre,Rondônia
18638,Garcia da Prata,Distrito Federal
45793,Pires,Santa Catarina
60398,Ribeiro de Castro,Distrito Federal
43033,Costela da Praia,Paraíba
37382,Montenegro do Galho,Piauí
98855,Ramos do Campo,Paraíba
29888,Alves Verde,Sergipe
84143,Araújo do Norte,Rio Grande do Sul
70352,da Mata,Paraíba
97324,Cirino da Praia,Mato Grosso
56239,Cirino,Ceará
1094,Correia,Piauí
78904,da Rocha,Pernambuco
19156,Ferreira do Galho,Mato Grosso do Sul
70797,da Cunha de da Cruz,Rio Grande do Sul
49815,Dias do Galho,Maranhão
78749,Azevedo de Ferreira,Maranhão
79538,Pereira,Rio Grande do Sul
59582,Mendonça do Sul,Acre
63391,Nunes,Tocantins
80778,Leão de Lopes,Bahia
97154,Costela da Prata,Mato Grosso do Sul
9333,Pereira,Rio Grande do Sul
26400,Santos Paulista,Roraima
83597,Cunha,Roraima
39599,Moraes das Flores,Santa Catarina
33048,Souza,Sergipe
58215,da Paz de da Costa,Pará
33870,Gomes,Espírito Santo
37859,Azevedo,Mato Grosso do Sul
24147,Sá do Sul,Bahia
62954,da Conceição de Sales,Acre
77089,Costela,Roraima
92170,Vargas,Minas Gerais
78430,Mendonça Verde,Acre
66070,Pereira Alegre,São Paulo
17773,Moraes,Bahia
30427,Alves do Oeste,Pernambuco
31704,Brito de Gomes,Amazonas
85172,Souza do Amparo,Bahia
11088,Borges de Novaes,Pernambuco
4671,da Paz,Minas Gerais
61705,Barbosa do Oeste,Bahia
21572,Porto da Prata,São Paulo
35697,Correia Verde,São Paulo
9920,Cunha de Nunes,Santa Catarina
8718,Barros,Distrito Federal
59091,Vieira,Pernambuco
56,da Rocha,Pará
70115,Ribeiro do Galho,Minas Gerais
15186,Cassiano de Goiás,Maranhão
54202,Melo das Flores,Ceará
68721,Pacheco do Campo,Roraima
12847,Jesus de Vargas,Paraná
51569,Casa Grande das Pedras,Alagoas
6935,Montenegro,Goiás
48243,Martins do Oeste,Roraima
58714,Garcia,Rio Grande do Norte
4182,Azevedo,Maranhão
15940,Cassiano,Pernambuco
78361,Pacheco de da Rocha,Pará
27338,Ramos Alegre,Amazonas
39806,Correia das Pedras,Paraná
52215,Ramos,Espírito Santo
24126,da Cunha,Rio de Janeiro
69382,Ribeiro,Roraima
54813,Oliveira,Rio de Janeiro
70357,Cassiano das Pedras,Pernambuco
82492,Melo,Rondônia
57244,Moreira Alegre,Mato Grosso do Sul
71786,Melo da Mata,Maranhão
85347,Moraes,Pará
40817,Carvalho,Roraima
72243,da Mota,Pará
85312,Vasconcelos,Acre
61571,Guerra,Tocantins
51882,Silva do Galho,Roraima
46034,Mendes,Santa Catarina
9466,Mendonça,Rondônia
91712,Santos,Pará
99754,Câmara da Prata,Roraima
49301,Pinto,Alagoas
49190,da Cruz da Serra,Sergipe
99907,Porto de Minas,Maranhão
5012,Vieira,Mato Grosso do Sul
38986,Vieira Alegre,Minas Gerais
25759,Araújo,Tocantins
98402,Teixeira,Alagoas
21107,Garcia,Distrito Federal
55338,Santos,Distrito Federal
2885,Lopes,Rio de Janeiro
6076,Aparecida,Rio de Janeiro
60216,Costa,Minas Gerais
51749,Santos,Rondônia
85591,Abreu da Praia,Sergipe
79682,Machado de Brito,Alagoas
2093,Porto Grande,Minas Gerais
15841,Oliveira,Rondônia
91272,Azevedo Grande,Minas Gerais
55662,Casa Grande do Oeste,Santa Catarina
69848,Novaes,Paraíba
67780,Gonçalves Verde,Espírito Santo
12049,Sales Verde,Mato Grosso
32991,Farias,Paraíba
93757,Aparecida de Peixoto,Sergipe
17094,Brito de Minas,Goiás
58047,da Paz dos Dourados,Paraíba
27617,Teixeira do Amparo,Maranhão
24375,Lima do Amparo,Distrito Federal
91288,Machado do Oeste,Maranhão
92042,Cunha do Sul,Distrito Federal
20575,Sousa,Espírito Santo
21865,Silva de Minas,Mato Grosso
2205,Vieira do Oeste,Distrito Federal
51284,Garcia,Sergipe
72865,Rezende,Mato Grosso do Sul
97401,Fogaça de Minas,Pará
44352,Caldeira,Distrito Federal
6063,Azevedo,Pernambuco
21304,Costela,Amazonas
67230,Rezende,Rio de Janeiro
4972,Azevedo,Goiás
43079,Rezende de Goiás,Piauí
34482,Camargo,Rio Grande do Norte
98369,Carvalho do Campo,Rio de Janeiro
8833,da Conceição,Distrito Federal
38410,Cardoso do Galho,Goiás
71297,Novais,Minas Gerais
17172,Lima de Silva,Maranhão
43874,Carvalho de Guerra,Ceará
30614,da Mata,Pernambuco
61501,Silva de Minas,Tocantins
67145,Cassiano,Maranhão
91905,Caldeira,Rio de Janeiro
53036,Silveira,Ceará
37680,das Neves do Amparo,Sergipe
72827,Pires dos Dourados,Rondônia
33115,Silveira Verde,Pará
12813,Silveira do Sul,Rio Grande do Norte
59830,Albuquerque das Flores,Rio Grande do Sul
7573,Azevedo,Rondônia
1422,Camargo,Pernambuco
17267,Marques,Rio Grande do Sul
24968,da Rosa dos Dourados,Goiás
30943,Correia,Distrito Federal
28537,Albuquerque,Bahia
38537,Rocha,Espírito Santo
53809,Duarte,Distrito Federal
95506,Costa,Amapá
78546,Sousa,Rio Grande do Sul
4616,Sousa Verde,Rio Grande do Norte
78649,Pereira da Praia,Rio de Janeiro
90550,Moraes da Prata,Maranhão
81323,Silva da Mata,Pernambuco
64669,Araújo de Porto,Maranhão
52574,Ribeiro,Santa Catarina
40090,Rios da Mata,Amazonas
20586,Caldeira,Mato Grosso
52003,da Cruz do Oeste,Acre
17332,Borges de Goiás,Tocantins
67621,Duarte,Maranhão
78871,Martins,Amazonas
21986,Jesus,Maranhão
99140,da Conceição do Amparo,Paraná
68326,Carvalho,Mato Grosso
68587,Duarte,Amapá
66966,Pinto,Pará
17064,Fernandes das Pedras,Roraima
55235,Ribeiro de Minas,Roraima
15090,Novaes de da Conceição,Sergipe
77137,Azevedo de Pacheco,Ceará
58847,Novais Verde,Goiás
96955,Pereira da Mata,Goiás
33455,Teixeira dos Dourados,Amazonas
70246,Pereira do Norte,Santa Catarina
54461,Camargo,Rondônia
13445,Vargas,Pernambuco
13375,Garcia da Praia,Rondônia
30896,Fernandes,Ceará
24402,Macedo,Amapá
72644,Araújo,Minas Gerais
79425,Leão,São Paulo
48171,Pereira Verde,Bahia
10230,Cardoso,Acre
85988,das Neves do Oeste,Mato Grosso do Sul
92151,Correia Verde,Pernambuco
28740,Freitas do Sul,Bahia
77207,da Cunha do Campo,Rio Grande do Norte
99593,Barbosa da Prata,Alagoas
7363,Aragão da Praia,Paraíba
10754,Almeida das Pedras,Acre
84796,Ribeiro do Amparo,Mato Grosso do Sul
95025,Sales das Pedras,Alagoas
2967,Cassiano de Souza,Ceará
95400,Fonseca,Espírito Santo
97184,Brito,Piauí
125,da Costa,São Paulo
29234,Carvalho,Ceará
57283,Aparecida do Norte,Minas Gerais
69735,Albuquerque do Norte,Bahia
19529,Vieira,Pernambuco
82528,Cavalcanti da Praia,Pará
52434,Rocha,Paraná
63682,Silveira do Amparo,Santa Catarina
32150,Andrade do Sul,Rondônia
81836,Cirino,Alagoas
47642,Sousa,Roraima
47286,Albuquerque,Rondônia
72419,Brito,Maranhão
25456,da Paz da Prata,Tocantins
73526,Souza,Rio Grande do Norte
32278,Souza do Norte,Minas Gerais
31887,Mendonça de Minas,Mato Grosso
8153,Mendes,Mato Grosso do Sul
92136,Rezende,Goiás
73409,Pinto Alegre,Bahia
47523,da Mata de Goiás,Pará
77121,Porto da Serra,Roraima
99661,Azevedo da Praia,Distrito Federal
59096,Pereira de Pires,Amazonas
69393,Pastor,Amazonas
63463,Gomes de Vargas,Tocantins
75377,Novais,Paraíba
30514,Gomes,Piauí
56762,Silva,Rio Grande do Norte
42468,Rios de Abreu,Rondônia
84742,Cassiano do Sul,Amazonas
61325,Aparecida de Rios,Santa Catarina
5619,Machado,Minas Gerais
91414,Viana da Mata,Mato Grosso do Sul
58163,da Mota,Acre
53237,Siqueira Paulista,Tocantins
90654,Lopes,Santa Catarina
90524,Fogaça de Goiás,Bahia
85240,Rodrigues do Norte,Mato Grosso
17126,Cavalcante de Goiás,Roraima
58234,Rezende,Piauí
72941,Pereira de Macedo,Rondônia
78020,Marques,São Paulo
30842,Novais do Oeste,Amazonas
13662,Rodrigues,Maranhão
50162,Casa Grande,Distrito Federal
76099,da Costa,Pernambuco
48251,Novaes da Praia,Mato Grosso
83621,Moura,Paraná
11278,Ramos Alegre,Espírito Santo
22463,Cunha,Rio Grande do Sul
21513,Fernandes,São Paulo
64683,Pereira das Pedras,São Paulo
78763,Nogueira,Paraná
61518,Ribeiro,Santa Catarina
58918,Pastor,Rio Grande do Norte
13175,da Mota das Pedras,Acre
9642,Silva do Amparo,Mato Grosso do Sul
9285,Mendes,Distrito Federal
3459,Farias,Distrito Federal
25936,Barbosa,Pernambuco
4481,Campos de Cassiano,São Paulo
52207,da Paz,Rondônia
5719,Freitas de Azevedo,Mato Grosso do Sul
30176,da Rosa,Acre
39154,Rezende de Cirino,Acre
95083,Costela do Norte,Goiás
4667,Porto,Rio Grande do Norte
20405,Teixeira da Serra,Sergipe
38087,Barros Grande,Alagoas
45369,Moura,Acre
908,Costela do Norte,Maranhão
8555,Mendonça,Rio Grande do Sul
39533,Sampaio do Amparo,Pernambuco
28001,Araújo,Distrito Federal
57785,Almeida,Rio Grande do Norte
35168,Garcia de Cavalcanti,Roraima
36399,Gonçalves,Pernambuco
95165,Mendonça,Amapá
94362,Fonseca de Goiás,Ceará
65246,Costela,Rio Grande do Norte
73958,Leão,Piauí
15059,da Rocha do Galho,Goiás
94182,Costela,Paraíba
18378,Pastor do Norte,Paraná
86942,Silva do Oeste,Santa Catarina
42006,Castro das Pedras,Sergipe
82703,Cardoso de da Mota,Alagoas
96038,Santos das Pedras,Distrito Federal
45034,Oliveira da Prata,Mato Grosso
30876,Silveira,Minas Gerais
36560,Casa Grande,Rio Grande do Norte
88588,Cunha do Galho,Rio de Janeiro
43900,Abreu do Amparo,Rio Grande do Sul
96338,Dias da Mata,Distrito Federal
23141,Câmara de Goiás,Roraima
63062,Vieira,Santa Catarina
44249,Cunha,Rio Grande do Norte
25319,Vasconcelos,Piauí
40346,da Cruz do Oeste,Rondônia
76249,Vargas Paulista,Acre
95057,da Paz da Mata,Amazonas
88396,Barbosa,Rondônia
68438,da Mata,Paraíba
83369,das Neves de Fonseca,Tocantins
96839,Campos do Amparo,Sergipe
26077,Machado,Amazonas
17960,Araújo,Pernambuco
90643,Guerra,Tocantins
36621,Dias de Porto,Alagoas
4731,da Mata,Mato Grosso do Sul
41651,Souza do Amparo,Santa Catarina
65849,Rodrigues de Moura,Alagoas
12370,Andrade do Oeste,Sergipe
3146,Vargas,Paraná
25141,da Mata dos Dourados,Paraíba
30689,da Conceição de Leão,Rondônia
48750,Ferreira,Piauí
23303,Pires do Amparo,Pernambuco
4865,Casa Grande,Piauí
97148,Sousa,Santa Catarina
85603,Nogueira Paulista,Rio Grande do Norte
48717,Gonçalves,Rio de Janeiro
841,Porto,Rondônia
11174,Camargo,Piauí
99883,Novaes das Flores,Pernambuco
2495,Pimenta de Minas,Ceará
68422,Cirino das Pedras,Santa Catarina
58518,Melo dos Dourados,Ceará
62819,Nunes de Vargas,Mato Grosso
58624,da Cruz do Amparo,Espírito Santo
60718,Rios do Galho,Maranhão
82465,Jesus do Norte,Distrito Federal
5486,Farias de da Luz,Goiás
14079,Santos do Norte,Amazonas
91543,Rocha,Minas Gerais
5925,Camargo,Rio Grande do Sul
93972,Siqueira,Espírito Santo
42283,Alves de Macedo,São Paulo
91219,Lima,Mato Grosso
64427,Abreu de Martins,Alagoas
77850,Sampaio,Acre
89144,Rocha,Santa Catarina
30006,Monteiro,Amazonas
21811,Freitas de Pinto,Pernambuco
69811,Freitas,Mato Grosso
64169,Pereira do Amparo,Espírito Santo
14235,Martins,Minas Gerais
7749,Melo de Sampaio,Bahia
96110,Alves,Minas Gerais
48303,Pinto,Sergipe
78653,Fonseca,Goiás
7367,Rezende da Serra,Amazonas
94729,Ribeiro do Oeste,Roraima
94831,Costela de da Cruz,Mato Grosso do Sul
69793,Rios,Espírito Santo
7671,Cavalcanti,Roraima
26910,Aparecida do Sul,Pará
63951,Costela do Sul,Santa Catarina
87757,Almeida,Amapá
57178,Moura de Sousa,Rio de Janeiro
86345,Camargo,Distrito Federal
74387,Nogueira,Rio de Janeiro
47610,Sales de Albuquerque,São Paulo
66037,Vieira de Minas,Rio de Janeiro
74905,Rios de Novais,Rio Grande do Sul
93782,Mendonça,Santa Catarina
58657,Pimenta,Bahia
96379,Costa das Pedras,Paraná
97046,Melo,Rio Grande do Sul
97634,Marques de Monteiro,Sergipe
16566,Jesus Grande,Distrito Federal
35961,Nascimento,Santa Catarina
4192,Ramos Alegre,Piauí
67608,Duarte,Rondônia
24474,da Paz,Alagoas
83643,Fonseca,Rio Grande do Norte
44067,da Mota do Galho,Acre
37515,Alves,Santa Catarina
34507,Silveira,Paraíba
16386,Teixeira Paulista,São Paulo
12376,Ribeiro,Goiás
26406,Siqueira de Borges,Paraíba
14351,Almeida da Prata,São Paulo
84563,Moreira Verde,Mato Grosso
49242,Ribeiro,Distrito Federal
61124,Leão,Roraima
16862,Ribeiro,Ceará
91012,Casa Grande,São Paulo
40076,Cassiano da Praia,Espírito Santo
9289,Pinto do Norte,Rio Grande do Sul
96325,Santos dos Dourados,Amapá
75081,Barbosa,Rio de Janeiro
79510,da Luz,Rondônia
2423,Ferreira das Flores,Distrito Federal
45000,Dias de Azevedo,Amapá
8829,Macedo Verde,Roraima
48096,Garcia,Acre
47230,Aragão,Acre
79664,Barbosa,Mato Grosso
31448,Correia de Costela,Rondônia
88554,Barros,São Paulo
60467,Macedo do Galho,Tocantins
97953,Moura de Martins,Amapá
96138,Teixeira,Tocantins
11864,Aragão dos Dourados,Sergipe
75820,Montenegro das Pedras,Rondônia
86206,Oliveira da Prata,Bahia
68694,Jesus,Pará
51646,da Mota Grande,Maranhão
83909,Machado do Norte,Mato Grosso
98956,Moraes de Pacheco,Minas Gerais
68382,Andrade da Prata,Maranhão
30986,Peixoto da Serra,São Paulo
14429,Rodrigues,Espírito Santo
7848,Silva,Amapá
30633,Azevedo,Minas Gerais
44884,Leão Paulista,Paraná
75963,Moura,Piauí
41357,Correia,Rio de Janeiro
20217,Pereira,Mato Grosso
14162,Freitas da Praia,Piauí
3678,Alves,São Paulo
3460,Montenegro de Teixeira,São Paulo
46538,Azevedo,Espírito Santo
6890,da Rosa de Pires,Mato Grosso
92592,Freitas,Alagoas
1907,Moraes,Rio de Janeiro
65539,Fernandes,Piauí
40462,Andrade,Amazonas
8257,Brito da Mata,Pernambuco
59265,Vasconcelos de Alves,Piauí
36869,Vasconcelos,Ceará
96340,Nascimento,Rio Grande do Norte
57378,da Mata,Rondônia
18014,Vargas,Goiás
92721,Viana,Amazonas
29828,Teixeira da Serra,Acre
59405,Ramos,Rio Grande do Norte
7047,Moraes dos Dourados,Amazonas
7362,Montenegro de da Paz,Acre
2713,da Cunha Paulista,Paraná
49133,Nunes do Norte,Alagoas
49791,Rocha,Santa Catarina
10842,Vieira,Santa Catarina
25168,Ferreira do Norte,Paraíba
58021,Fonseca do Sul,Amazonas
64100,Cassiano Paulista,Espírito Santo
63402,Melo do Campo,Amazonas
59461,Silveira,Paraná
5234,das Neves de Mendonça,Paraná
44531,Pimenta do Amparo,Distrito Federal
38511,Pimenta,Paraíba
86589,Vasconcelos da Serra,Rio de Janeiro
83574,Caldeira,São Paulo
7406,da Cunha,Rondônia
17976,Casa Grande,Sergipe
55100,Andrade do Campo,Bahia
64670,Cardoso da Mata,São Paulo
45383,Silveira Paulista,Rio de Janeiro
8975,Marques Verde,São Paulo
52861,Oliveira Grande,Pernambuco
74327,Siqueira de Minas,Maranhão
76935,Vargas,Roraima
7966,Duarte do Campo,Santa Catarina
46300,Santos dos Dourados,Tocantins
99022,Oliveira do Sul,Maranhão
71298,Mendonça,Distrito Federal
68414,Ribeiro das Pedras,Pará
83370,Fonseca Grande,Acre
43082,da Rocha da Serra,Amazonas
44213,Peixoto,Rio de Janeiro
82321,Albuquerque,Acre
63298,Nascimento dos Dourados,Pará
74488,Moreira,Pernambuco
42707,Costa dos Dourados,Rio de Janeiro
48074,Rios de Novaes,Sergipe
38946,Oliveira,Alagoas
43317,Montenegro,Mato Grosso
14625,Farias da Mata,Alagoas
66133,Oliveira,Goiás
23667,Porto,Mato Grosso
91870,Garcia de Peixoto,Minas Gerais
741,Rios,Maranhão
57750,Sousa,Amapá
28230,da Mota da Prata,Tocantins
21830,Vasconcelos,Paraná
64428,Carvalho do Sul,Rio Grande do Norte
6074,Pinto Paulista,Sergipe
68658,Moraes do Amparo,Rondônia
40501,Cassiano de da Cunha,Espírito Santo
55293,Porto,Tocantins
60569,Novais,Distrito Federal
84877,Oliveira,Distrito Federal
57016,Fonseca,Tocantins
17673,Correia,Goiás
73785,da Rocha do Sul,Pará
27820,das Neves Paulista,Rio de Janeiro
14474,Dias,Rondônia
51644,Peixoto de Ferreira,Roraima
52182,Pinto das Pedras,Paraná
10870,Vargas de Nunes,Maranhão
16723,Ramos,Roraima
36328,Melo da Praia,Amazonas
99814,Nascimento,Mato Grosso do Sul
67198,Fernandes,Piauí
20916,Câmara,Ceará
69577,Barbosa,Mato Grosso do Sul
81467,Sales de Minas,Minas Gerais
50287,da Conceição de Gonçalves,Rio de Janeiro
66599,Cunha,Goiás
88801,Dias Paulista,Sergipe
20195,Nogueira,Goiás
57244,Jesus dos Dourados,Pernambuco
9999,Castro do Sul,Acre
45258,da Rosa de Nogueira,Pernambuco
24396,Rocha,Amazonas
82,Aparecida da Mata,Rondônia
96399,Martins da Mata,Pará
44909,Andrade,São Paulo
57528,Ramos,Espírito Santo
18190,Barbosa da Serra,Pará
64942,Fonseca de Marques,Maranhão
72703,Macedo,Acre
44302,Guerra da Praia,Paraná
24061,da Cunha de da Costa,Acre
31724,Cassiano,Mato Grosso do Sul
20244,Nascimento de Goiás,Distrito Federal
70592,da Luz,Paraíba
67921,Lopes de Minas,Rio Grande do Norte
25010,Brito,Piauí
49558,Oliveira,Paraíba
19883,Leão,São Paulo
71855,Sales do Amparo,Bahia
95471,da Cruz,Paraíba
69299,Barros de Cirino,Amazonas
21911,Fonseca,Mato Grosso
15398,Casa Grande,Piauí
60414,Nascimento,Minas Gerais
36429,Casa Grande,Acre
57154,Nascimento,Rio de Janeiro
98122,Carvalho de Fogaça,Roraima
84283,Araújo Grande,Rio Grande do Norte
84516,Caldeira de Oliveira,Ceará
88977,Pimenta,Santa Catarina
11499,Barros de Minas,Espírito Santo
95567,Alves do Oeste,Espírito Santo
3062,Silveira do Oeste,Mato Grosso do Sul
9692,Moreira do Amparo,Rio Grande do Sul
58612,Macedo,Tocantins
42044,Castro,Mato Grosso do Sul
61205,Moreira,Mato Grosso
83158,Gomes do Galho,Acre
95368,Macedo,Acre
33929,Campos Grande,Mato Grosso
10405,Borges do Galho,Rio de Janeiro
89621,Dias da Serra,Mato Grosso do Sul
1258,Silveira,Tocantins
14025,da Cunha de Câmara,Maranhão
15308,Moreira,Alagoas
84793,Lopes da Mata,Espírito Santo
59526,Moraes,Rio Grande do Sul
80807,Moura da Praia,São Paulo
1245,Albuquerque,Espírito Santo
98143,Moura da Serra,Tocantins
85782,Rodrigues Alegre,Rondônia
35033,Rodrigues,São Paulo
32272,Pastor,Pará
77666,Cavalcanti,Tocantins
27777,da Conceição,Pernambuco
10219,Silveira,Rio Grande do Sul
17399,Andrade,Sergipe
58075,Cirino Paulista,Paraná
74203,Moura da Mata,Acre
91023,Aragão de Câmara,Alagoas
98586,Souza,Rio de Janeiro
97072,Aparecida de Silva,Ceará
1416,Novaes,Tocantins
24657,Dias Verde,Bahia
18830,Mendes,Pernambuco
4308,Dias,Paraná
99792,Ramos,Paraíba
72621,Aparecida de Goiás,Paraíba
80299,Pimenta,São Paulo
99172,Cavalcante das Pedras,Acre
40237,Sousa,Paraná
86319,Dias do Galho,Maranhão
46404,Ferreira,Rio de Janeiro
94487,Mendes,Mato Grosso do Sul
14959,da Cunha,Paraná
39462,Freitas do Oeste,Santa Catarina
84836,Correia da Praia,Alagoas
60749,Monteiro,Bahia
16643,Lopes,Minas Gerais
98427,da Conceição,Rondônia
16508,das Neves de Minas,Goiás
72050,Nunes da Prata,Alagoas
55687,Azevedo,Alagoas
16187,Rocha,Pará
25972,Marques,Santa Catarina
37742,Ramos dos Dourados,Minas Gerais
9031,Azevedo,Ceará
98741,Vasconcelos do Galho,Amazonas
71068,Pastor das Flores,Bahia
84642,Pimenta de Teixeira,Bahia
48039,Lima dos Dourados,Rio de Janeiro
89019,da Rosa de Andrade,Maranhão
67465,da Cunha,Paraná
1861,Montenegro,Sergipe
56545,Vieira,Rio Grande do Sul
98140,Macedo,Minas Gerais
99774,Fogaça,Ceará
42600,Machado do Amparo,Rondônia
62592,Fogaça,Amapá
49440,Moreira,Sergipe
76336,Sampaio de Sá,Rio Grande do Norte
87378,Ramos,Maranhão
25076,Nogueira de da Paz,Rio de Janeiro
52836,Cunha de Minas,Pernambuco
76700,Pereira,São Paulo
8030,Marques,Roraima
62222,Jesus,Maranhão
96242,Lopes de Melo,Amapá
55974,Nunes do Amparo,Acre
19017,Leão da Praia,Bahia
91813,Silveira Paulista,Rio Grande do Norte
33467,Pimenta Paulista,Minas Gerais
80023,da Cunha de Câmara,Piauí
46793,Aparecida,Alagoas
55595,Cavalcanti,Sergipe
98937,da Luz,Tocantins
79692,Leão Alegre,Sergipe
61550,Guerra da Praia,Ceará
65590,Pinto,Rio Grande do Sul
47723,Casa Grande de Duarte,Rio Grande do Norte
94894,Gomes,Amapá
44025,Sá de Minas,Roraima
8910,Santos,Distrito Federal
32397,das Neves,Pará
81236,Marques,Goiás
9489,Oliveira,Distrito Federal
20462,Macedo do Norte,Bahia
39116,Peixoto de Goiás,Amapá
98427,da Paz de Freitas,Paraíba
69422,Aragão do Sul,Piauí
26383,Silva de Silva,Alagoas
65099,Campos de Martins,Mato Grosso
95585,Silveira de Pires,Acre
48742,Fonseca do Amparo,Paraíba
47070,da Mota da Prata,Paraná
64872,Vasconcelos,Rio de Janeiro
79682,Sá,Piauí
67585,Novaes Paulista,Paraíba
52884,Novais das Pedras,Amazonas
25087,Peixoto,Espírito Santo
84543,Santos,Tocantins
40694,da Cunha Grande,Mato Grosso
60126,Moraes,Pará
95302,Nogueira,Rondônia
33438,Almeida,Bahia
30356,Sales do Galho,Rio de Janeiro
88704,Jesus,Amapá
93384,Moura de Moraes,Bahia
99070,Azevedo da Serra,Goiás
16676,Araújo do Sul,Amapá
51979,Brito da Praia,Alagoas
14447,Barbosa das Flores,Roraima
76739,Rios,Amazonas
70081,Borges,Rondônia
3394,Cunha,Maranhão
18407,Novais de Leão,Rondônia
30305,da Mota,Amapá
446,das Neves,Rio de Janeiro
2057,Barbosa dos Dourados,Roraima
32038,Dias Verde,Mato Grosso
5383,Sousa,Rio de Janeiro
55787,Fonseca de Cirino,Rio de Janeiro
36882,Ferreira da Mata,Rio Grande do Sul
42887,Jesus,Goiás
77709,Ferreira de Minas,Espírito Santo
32587,Machado do Oeste,Maranhão
42112,Freitas,Amapá
90837,Araújo,Mato Grosso do Sul
22942,Sales,Minas Gerais
12898,Almeida dos Dourados,Mato Grosso
34704,Viana,Mato Grosso
17469,Siqueira Paulista,Alagoas
16708,Pacheco,Tocantins
6827,Nascimento,Ceará
34663,Mendes de Gonçalves,São Paulo
33334,Costa,Goiás
13215,da Costa,Roraima
1332,Machado da Praia,Bahia
47820,Vasconcelos,Bahia
78541,da Paz,Pernambuco
73394,Sampaio,Rondônia
94255,Melo,Minas Gerais
61900,da Conceição Alegre,Ceará
15436,Cavalcanti de Borges,Espírito Santo
49642,Peixoto da Serra,Paraíba
65805,Lopes de Aparecida,Espírito Santo
26145,Azevedo,Rio Grande do Sul
55064,Costa,Goiás
87719,Silva,São Paulo
32558,Moraes do Galho,Mato Grosso do Sul
1337,Sousa,Rio de Janeiro
28963,Porto do Campo,Maranhão
93099,da Cruz da Serra,Goiás
58466,Porto das Flores,Mato Grosso
43248,Nascimento,Alagoas
47615,da Paz,Amazonas
22258,da Mata das Flores,Tocantins
1227,Fogaça da Prata,São Paulo
64959,Silveira de Siqueira,Espírito Santo
7658,Ribeiro Paulista,Pará
46098,Farias,Pará
75889,Pimenta Alegre,Paraná
75498,Ferreira de Martins,Amazonas
57784,Albuquerque,Mato Grosso
41497,da Paz,Amapá
39209,Azevedo de Goiás,Mato Grosso
11750,Pimenta,Amazonas
61028,Marques da Prata,Paraná
46855,Sampaio de Barros,Rio Grande do Sul
42527,Alves,Piauí
28825,da Costa do Amparo,Distrito Federal
72349,das Neves,Piauí
31673,Melo,Maranhão
59351,Peixoto,Paraíba
74446,Pastor,Amazonas
20843,da Mata de Minas,Acre
65542,Sales dos Dourados,Santa Catarina
6745,da Mota de Ribeiro,Bahia
79497,da Mota,São Paulo
83733,Abreu,Maranhão
46095,Nascimento,Ceará
13456,da Paz das Flores,Acre
73698,da Costa,Roraima
29210,das Neves da Prata,Rondônia
50974,Melo,Bahia
22737,Moura,Pará
11742,Guerra,Rio Grande do Sul
32439,Nunes de Goiás,Paraná
2429,Almeida,Espírito Santo
51367,Aparecida,Alagoas
41634,Santos,Ceará
73879,Pimenta,Paraíba
77811,Siqueira de Silva,Pernambuco
75317,Novais Alegre,Rio Grande do Sul
26588,Almeida,Piauí
59908,Pimenta do Amparo,Amazonas
14674,Casa Grande da Mata,Amazonas
55659,Fernandes,Amapá
69236,Albuquerque das Pedras,Sergipe
13975,Araújo,Maranhão
22022,da Rocha da Praia,Ceará
24669,Rodrigues,Paraná
8285,Souza,Bahia
12827,Nascimento da Serra,Maranhão
66335,Caldeira,Paraíba
87518,Borges de Silva,Mato Grosso
40600,Novaes da Prata,Santa Catarina
29258,Campos,Rondônia
83096,Teixeira,Rio Grande do Norte
77314,Rodrigues,Amazonas
29144,Moura,Rio de Janeiro
