idestado,nome_estado,sigla_estado
51414,Sergipe,RO
24193,Mato Grosso do Sul,TO
79111,Rondônia,PB
26835,Mato Grosso,PR
31825,Distrito Federal,MS
7473,Paraná,CE
93445,São Paulo,MT
97707,Amapá,BA
18985,Roraima,TO
43455,Ceará,PI
89238,Pernambuco,RO
1686,Amapá,DF
19817,Ceará,MT
9348,Rio de Janeiro,MA
78126,Rio Grande do Norte,AM
87063,Sergipe,GO
33380,Distrito Federal,PE
96822,Mato Grosso,MG
25831,Maranhão,GO
41695,Mato Grosso,BA
8779,Pará,MG
74871,Rio de Janeiro,MA
69207,Santa Catarina,CE
82813,São Paulo,BA
89048,Pará,SE
93020,Roraima,PA
56329,Paraná,PR
95369,Acre,MG
43909,Mato Grosso,PA
16181,Paraná,ES
73958,Alagoas,DF
95355,Maranhão,PB
26760,Distrito Federal,AP
24409,Roraima,AC
59228,Pará,RJ
46444,Amapá,MG
37116,Distrito Federal,MA
36311,Tocantins,PB
68403,Amapá,TO
70770,Mato Grosso do Sul,MG
9657,Espírito Santo,SE
28533,Santa Catarina,RJ
17234,Rondônia,AL
43797,Acre,AP
81248,Pará,PB
19813,Sergipe,RS
56440,Pará,SE
76528,São Paulo,PA
34841,Amazonas,MA
41230,Acre,RJ
47570,São Paulo,PB
82881,Piauí,AP
18427,Sergipe,RS
28475,Goiás,SC
99252,Rio Grande do Norte,PE
82601,Pernambuco,PR
22065,Tocantins,TO
86363,Acre,AP
61942,Ceará,PR
11358,Espírito Santo,RJ
97312,Piauí,AC
36241,Rondônia,SC
28480,Espírito Santo,AL
83190,Piauí,PI
61706,Maranhão,PR
51242,Mato Grosso do Sul,SC
97727,Rondônia,PR
56738,Rio Grande do Norte,TO
50773,Alagoas,GO
56778,Paraíba,MS
41422,Maranhão,SC
98299,São Paulo,AP
42067,Tocantins,SP
28994,Rio Grande do Sul,AP
86518,São Paulo,PE
51853,Paraíba,MS
8888,Maranhão,MS
83512,Amapá,AL
65911,Rio de Janeiro,RO
95736,Paraná,MG
95164,Minas Gerais,AM
29285,Pará,CE
89388,Minas Gerais,AP
37340,Rondônia,PB
99530,Tocantins,CE
52202,Piauí,RR
96045,Alagoas,DF
26375,Rio Grande do Norte,CE
80422,Amazonas,RS
24142,Piauí,MG
18125,Mato Grosso,PE
55396,Paraná,CE
29459,Acre,RJ
47150,Amazonas,AC
78219,Ceará,ES
44615,Santa Catarina,TO
81865,Pernambuco,SC
92212,Mato Grosso do Sul,RR
56581,Ceará,AM
38548,Distrito Federal,BA
64363,Rio de Janeiro,MT
70426,Goiás,AL
98958,Piauí,RO
80711,Rio Grande do Norte,RR
65958,Rondônia,PA
59340,Rio Grande do Norte,AL
94209,Mato Grosso do Sul,SE
90945,Alagoas,CE
1268,Sergipe,RJ
31907,Roraima,RO
40,Maranhão,SE
18914,Tocantins,RJ
57393,Paraná,AL
36023,Distrito Federal,MG
1787,Sergipe,MG
36410,Mato Grosso do Sul,SE
13159,Ceará,BA
54836,Mato Grosso do Sul,SC
70160,Espírito Santo,PI
24545,Rondônia,PI
62444,Rio Grande do Norte,MG
30005,Rio Grande do Norte,MA
46120,Maranhão,MS
42990,Mato Grosso,AP
55279,Amazonas,CE
37300,Roraima,SC
80318,Pernambuco,RN
13612,Ceará,PB
35193,Mato Grosso do Sul,AM
21237,Pará,AC
76113,Maranhão,MG
53844,Rio Grande do Sul,ES
92361,São Paulo,GO
46008,Amapá,MS
51154,Bahia,RJ
77464,Sergipe,AC
69432,Amapá,BA
69282,Mato Grosso do Sul,AC
79435,Mato Grosso,RO
41831,Alagoas,PB
22379,Mato Grosso do Sul,PE
6825,Ceará,AM
35952,Tocantins,BA
18495,Roraima,MA
84729,Acre,CE
17681,Rio Grande do Norte,SP
83117,Pernambuco,PE
45428,Maranhão,RN
36941,Mato Grosso do Sul,SP
61672,São Paulo,MS
27560,Santa Catarina,PI
25970,Pará,RR
71277,Roraima,AM
18252,Piauí,TO
20712,Rio Grande do Norte,AL
21615,Maranhão,PB
78187,Tocantins,SC
52224,Pará,ES
41581,Rondônia,MS
83002,Mato Grosso do Sul,ES
82040,Maranhão,PA
13462,Rondônia,PI
90507,Minas Gerais,TO
97462,Acre,TO
67126,Amapá,MS
10163,Amazonas,AL
63188,Alagoas,ES
98572,Pará,RJ
19007,Rondônia,MA
99074,Mato Grosso do Sul,AM
68246,Roraima,PA
46970,Acre,AC
65409,Acre,PI
10851,Amapá,BA
45800,Bahia,PB
46355,Mato Grosso,PR
38007,Rio de Janeiro,AP
18629,Espírito Santo,PE
35385,Rio Grande do Norte,BA
91458,Rio de Janeiro,MT
32252,Paraíba,PR
17381,Pará,RR
37769,Acre,GO
19808,Bahia,ES
21481,Alagoas,MG
6225,Mato Grosso,AL
58609,Alagoas,CE
76555,Ceará,DF
71251,Piauí,MG
97445,Minas Gerais,RO
40557,Tocantins,SP
68273,Maranhão,GO
74668,Bahia,MS
37018,Maranhão,MT
38255,Minas Gerais,PA
33546,Pará,RJ
22621,Ceará,RO
97179,Amapá,DF
34836,Bahia,DF
86670,Santa Catarina,MS
26797,Bahia,AC
42177,Roraima,RO
63954,Tocantins,PR
60460,Distrito Federal,ES
69731,Minas Gerais,TO
84548,Piauí,MS
20614,Tocantins,GO
3322,Santa Catarina,RN
33000,Paraíba,PB
92579,Amapá,AL
70059,Mato Grosso,MT
1133,São Paulo,SE
17580,Sergipe,PE
83951,Minas Gerais,MT
5110,Minas Gerais,AP
54419,Amapá,PB
75570,São Paulo,MA
24125,Santa Catarina,AM
64008,Rio de Janeiro,SC
13238,Paraná,AL
9,Santa Catarina,AL
98970,São Paulo,MT
18089,Maranhão,TO
14043,Ceará,PR
88811,Sergipe,SP
44886,Acre,GO
63200,Pará,RJ
49499,Ceará,PR
86405,Tocantins,AC
24963,Amapá,CE
65917,Alagoas,PR
725,Mato Grosso,AM
21418,Minas Gerais,RJ
282,Pará,RS
71297,Paraíba,MT
83646,Santa Catarina,CE
52964,Amapá,RR
63927,Piauí,AM
58810,Rio Grande do Sul,PB
71511,Rio de Janeiro,MG
92806,Acre,CE
33302,Espírito Santo,AL
21087,Amapá,CE
44238,Rondônia,AL
7570,Rio de Janeiro,GO
21196,Tocantins,PR
99411,Mato Grosso,AM
35818,São Paulo,RN
19555,Tocantins,AM
54461,Pernambuco,MS
44802,Pernambuco,AL
41138,Ceará,PR
68467,Ceará,RN
11925,Sergipe,DF
8626,Espírito Santo,RN
11671,Ceará,RJ
96053,Rio Grande do Sul,RS
84248,Pernambuco,MS
49408,Rondônia,RR
98284,Mato Grosso,TO
48565,Acre,AM
30464,Goiás,PE
14678,Ceará,MG
44167,Bahia,ES
90910,Santa Catarina,PR
19767,Roraima,PB
38294,Rio Grande do Norte,RN
92138,Pernambuco,BA
82668,Pará,RO
59993,Paraná,PI
3005,Maranhão,TO
44287,Paraná,RN
13272,Ceará,AP
80264,Goiás,MA
33144,Distrito Federal,MA
98586,Rondônia,AC
63593,Rio Grande do Norte,MG
91900,Mato Grosso do Sul,BA
87481,Minas Gerais,PI
16732,Amapá,SC
22743,Tocantins,RS
5337,Goiás,SP
10726,Bahia,SC
32267,Amazonas,GO
9317,Rio de Janeiro,SC
51696,Rondônia,MT
59757,Paraná,PI
51377,Rio Grande do Sul,TO
4226,Amazonas,PA
23131,Paraíba,MS
25093,Espírito Santo,PI
71020,Mato Grosso,SP
7354,Espírito Santo,AC
84008,Goiás,PR
42302,Rondônia,CE
96452,Alagoas,MS
1859,Pará,TO
2008,Sergipe,PI
4064,Tocantins,DF
84446,Roraima,AM
5382,Paraná,PR
88206,Distrito Federal,BA
24937,Roraima,MT
65945,Sergipe,DF
63466,Ceará,GO
97512,Sergipe,RS
71416,Ceará,AC
84037,Paraíba,ES
31645,Alagoas,PB
90840,Tocantins,DF
34565,Mato Grosso,AP
72241,Minas Gerais,MG
69753,Pernambuco,RO
65026,Amazonas,DF
93181,Amapá,PA
22120,Piauí,MT
5635,Rondônia,ES
10931,Mato Grosso,RS
54314,Amazonas,CE
45790,Distrito Federal,AM
96283,Espírito Santo,DF
12705,Rio de Janeiro,AL
27057,Acre,RJ
11894,Pernambuco,MA
9495,Mato Grosso,SP
88790,Amazonas,RO
19089,Amazonas,SC
3744,Rondônia,PB
37026,Ceará,SP
62548,Sergipe,PB
95698,Amazonas,CE
86485,Roraima,TO
25345,Rio Grande do Norte,PR
94893,Ceará,SE
73657,São Paulo,TO
68582,Alagoas,RS
16096,Roraima,RS
17191,Acre,SP
91724,Amazonas,RR
13250,Santa Catarina,CE
37141,Paraná,RR
46090,Bahia,RS
69695,Ceará,SP
56323,Rondônia,CE
34719,Pará,DF
79434,Goiás,PI
75125,Acre,RS
16421,São Paulo,SP
16388,Rio Grande do Sul,SP
52290,Pará,BA
41792,Mato Grosso do Sul,MS
85927,Bahia,RO
76601,São Paulo,MG
89994,Amazonas,PA
50517,Piauí,AL
7800,Rio de Janeiro,ES
32693,Rondônia,TO
27881,Alagoas,MT
49674,Goiás,RO
44400,São Paulo,AC
13784,Pernambuco,PI
98256,Rio Grande do Sul,TO
50193,Maranhão,TO
48245,Rondônia,CE
83896,Acre,PA
60150,Piauí,RJ
4565,Amapá,MS
82672,Tocantins,MG
56305,Tocantins,MG
31580,Pará,PE
6657,Minas Gerais,RS
12888,Pernambuco,TO
22088,Espírito Santo,MA
37371,Pará,MT
7653,Sergipe,BA
43807,Maranhão,SP
36672,Pará,ES
66988,Paraná,RS
63132,Mato Grosso,MT
85014,Tocantins,SC
34837,Rio Grande do Sul,SP
94776,Paraíba,MT
95469,Ceará,MG
10914,Maranhão,RO
23680,Rio Grande do Sul,BA
12328,Minas Gerais,GO
34924,Santa Catarina,MA
21813,Rio Grande do Norte,BA
49446,Mato Grosso do Sul,MS
81243,Pernambuco,RR
9135,Distrito Federal,PI
36420,Minas Gerais,CE
41096,Minas Gerais,MT
6270,Maranhão,DF
9368,Sergipe,AM
86466,Sergipe,SC
28659,Santa Catarina,AC
48154,Maranhão,AP
77327,Distrito Federal,BA
55026,Mato Grosso,RJ
48299,Distrito Federal,MG
79650,Espírito Santo,DF
62044,Rio Grande do Sul,RR
1302,Acre,PE
49102,Sergipe,PI
11596,Alagoas,RN
11728,Sergipe,PR
68422,Pará,SP
34910,Sergipe,PA
44228,Distrito Federal,PB
11813,Tocantins,BA
32412,Bahia,PR
2119,Sergipe,PA
85490,Paraíba,RO
14024,Pará,RS
43038,Minas Gerais,MS
12116,Bahia,RR
17604,Acre,RO
42723,Bahia,PE
78772,Sergipe,MG
29765,Distrito Federal,AM
65160,Bahia,MT
85894,Mato Grosso do Sul,AC
94848,Paraíba,MA
97492,Goiás,RR
72528,Bahia,PB
32080,Bahia,PB
93725,Amazonas,DF
86324,Acre,BA
29865,Rio Grande do Norte,BA
59773,Goiás,AC
89296,Bahia,MG
23351,Goiás,RO
99278,Alagoas,PI
98180,Paraná,GO
9336,Roraima,PB
33572,Ceará,AL
64946,Amapá,RJ
12214,Santa Catarina,AC
82852,Acre,MG
65176,Maranhão,PR
40765,Santa Catarina,PA
33315,Alagoas,SC
19578,Goiás,AM
77023,Maranhão,MA
42334,Acre,RN
59444,Distrito Federal,RJ
26678,Bahia,PI
49174,Alagoas,AC
12446,Distrito Federal,RR
16926,Bahia,SC
76022,Santa Catarina,PE
41214,Alagoas,RR
78298,Alagoas,BA
49843,Alagoas,PA
35579,Espírito Santo,MG
47033,Piauí,GO
57920,Piauí,MG
33380,Mato Grosso do Sul,MS
37592,Roraima,RN
29514,Paraná,DF
61387,Espírito Santo,MT
35950,Santa Catarina,DF
82418,Alagoas,MS
74196,Paraíba,PB
5078,Acre,PE
52322,Acre,CE
17316,Pernambuco,RO
71787,Mato Grosso do Sul,AC
4076,Amazonas,PE
1237,Piauí,AC
96361,Bahia,BA
72150,Rio Grande do Sul,RN
62155,Paraíba,RS
49294,São Paulo,MA
12317,Goiás,MS
31267,Rondônia,SC
50521,São Paulo,PE
32895,Rio de Janeiro,MA
62735,Paraíba,AM
66478,Mato Grosso do Sul,PI
46488,Rio Grande do Sul,AM
23406,Acre,MA
14775,Minas Gerais,MT
68403,Pará,BA
81838,Alagoas,MG
85632,Piauí,PR
63956,Distrito Federal,AC
61872,Sergipe,RO
5474,Mato Grosso do Sul,AL
26353,São Paulo,AP
15592,Goiás,CE
33142,Paraíba,DF
32932,Bahia,PR
80085,Paraná,SC
14865,Acre,RO
32752,Alagoas,MG
37422,Paraíba,SE
7980,Espírito Santo,MS
75472,Alagoas,PA
77623,Paraná,MS
30838,Maranhão,PR
58657,Maranhão,AC
93239,Piauí,ES
81001,Rondônia,MA
86530,Ceará,MG
83165,Tocantins,ES
71416,Roraima,TO
78536,Paraíba,MG
29150,Paraná,MT
37024,Rondônia,AM
49803,Goiás,PE
18727,Ceará,TO
58632,Rio Grande do Norte,MA
41659,Minas Gerais,ES
55583,Pernambuco,SC
65786,Pará,SC
58399,Sergipe,AL
82647,Amazonas,PR
42264,Alagoas,SC
85534,Rio Grande do Norte,RO
52529,Ceará,AP
37392,Amazonas,MA
61009,Paraná,AC
36009,Paraíba,TO
72524,Mato Grosso do Sul,CE
45403,Paraná,ES
47549,Rio Grande do Norte,BA
50998,Bahia,SP
94076,Alagoas,DF
96353,Santa Catarina,MT
58679,Paraíba,SP
11374,Santa Catarina,AM
32909,Roraima,MG
67616,Rio Grande do Sul,DF
3196,São Paulo,SC
46665,Rondônia,AC
33530,Acre,GO
41254,Paraná,RS
17015,Amapá,TO
57149,Tocantins,ES
92797,São Paulo,CE
20883,Goiás,PI
51946,Sergipe,RS
50069,Paraná,DF
13466,Distrito Federal,GO
1086,Roraima,BA
61355,Piauí,MG
84627,Pernambuco,MG
33189,Acre,TO
94724,Paraíba,PE
49552,Amazonas,MG
32904,Bahia,TO
97927,Pará,PR
55775,Maranhão,RS
17551,Acre,ES
18463,Alagoas,AM
58973,São Paulo,MT
38728,Acre,AM
21749,São Paulo,MT
18577,Rio de Janeiro,BA
52457,Paraíba,RJ
28949,Acre,RS
58132,Rio de Janeiro,PR
65902,Minas Gerais,AL
36024,Piauí,RJ
12056,Rio Grande do Sul,SE
67024,Amazonas,PB
33280,Minas Gerais,BA
63180,Rondônia,MS
18292,Mato Grosso do Sul,RN
74935,Santa Catarina,RO
70762,Santa Catarina,RR
70108,Rio de Janeiro,PR
75622,Sergipe,AL
30855,Amapá,RJ
49800,Goiás,SP
81314,Rio Grande do Sul,RN
26147,Pernambuco,AP
5187,Pará,RR
74362,Piauí,MG
28216,Tocantins,PA
4009,Espírito Santo,AM
75388,Sergipe,RO
33336,Bahia,PA
18028,Acre,SE
86490,Pará,MS
12049,Acre,PI
57079,Ceará,DF
59710,Alagoas,RO
61715,Acre,RJ
26162,Ceará,PI
30869,Acre,AC
88304,Distrito Federal,MG
9439,Rio Grande do Sul,MA
10457,Amazonas,AM
16143,Santa Catarina,AP
43632,Amapá,AP
83899,Bahia,PE
74736,Piauí,GO
85444,Rondônia,AC
97591,Goiás,GO
69371,Tocantins,TO
86438,Santa Catarina,PB
91403,Pará,MT
58076,Sergipe,SC
93584,Distrito Federal,SP
61277,Bahia,RJ
20195,Espírito Santo,MT
90730,Pernambuco,PI
47867,Paraíba,RJ
77332,Mato Grosso,ES
54694,Sergipe,PA
16003,São Paulo,PA
31576,Espírito Santo,AP
53313,Rio Grande do Norte,RS
72136,Distrito Federal,MT
56659,Rio Grande do Sul,AP
36590,Goiás,RO
4750,Mato Grosso,SE
65099,Rio de Janeiro,RO
30266,Sergipe,ES
15802,Rio Grande do Norte,AC
70265,Acre,AP
90616,Acre,RS
52995,Espírito Santo,TO
44942,Santa Catarina,CE
58269,Sergipe,MS
10062,Goiás,PA
71038,Minas Gerais,SE
73495,Mato Grosso,MS
98278,Maranhão,PB
60461,Tocantins,RR
2316,Pará,MT
26734,Ceará,RS
90894,Amapá,MA
5756,Rondônia,AP
85721,Tocantins,MG
71043,Minas Gerais,PA
32231,Paraíba,RR
95326,Minas Gerais,RO
24648,Rio Grande do Sul,MS
72969,Rio Grande do Norte,PE
18425,Pernambuco,PB
91446,Amazonas,MA
10878,Maranhão,DF
77117,Amapá,RS
69386,Mato Grosso do Sul,SC
10394,Piauí,MT
93846,Mato Grosso,SP
80045,Goiás,BA
12909,Amazonas,TO
51316,Rio de Janeiro,PE
73460,Mato Grosso do Sul,CE
10125,Distrito Federal,RJ
7349,Pará,RJ
88023,Alagoas,SE
45852,Rio de Janeiro,TO
93646,Alagoas,PE
8117,Minas Gerais,MA
91049,Amapá,PB
1519,Roraima,RO
13468,Paraíba,GO
75791,Espírito Santo,PA
74650,Mato Grosso,MT
21485,Rondônia,ES
1154,Tocantins,SC
39335,Rio de Janeiro,RO
86307,Tocantins,TO
26079,Rio Grande do Sul,PI
28531,Paraíba,SP
85371,Ceará,MA
19265,Ceará,AM
41217,Roraima,ES
56809,Piauí,MA
1945,Santa Catarina,MA
81572,Rio Grande do Sul,AL
71716,Paraíba,AM
62504,Mato Grosso,DF
50633,Sergipe,CE
61906,Rio Grande do Sul,SP
45719,Roraima,RN
76748,Rio de Janeiro,AL
93025,Sergipe,PB
8782,Pará,RJ
33840,Sergipe,BA
74203,Maranhão,AL
71357,Rio de Janeiro,MT
28250,Goiás,ES
89619,Mato Grosso,SE
87185,Rio Grande do Sul,DF
73571,Acre,CE
37007,Tocantins,AP
47850,Distrito Federal,MG
5899,Pernambuco,RO
97817,Pernambuco,SP
79586,Pará,RJ
95443,Goiás,DF
85472,Goiás,TO
74073,Acre,DF
52136,Maranhão,MA
71246,Paraíba,ES
3154,Goiás,AM
86534,Distrito Federal,BA
75932,Tocantins,SC
39791,Santa Catarina,MT
39800,Rio Grande do Norte,TO
82820,Distrito Federal,DF
6583,Santa Catarina,AM
76275,Amapá,PE
71258,Ceará,SP
33432,Santa Catarina,CE
30044,Goiás,RO
75683,Mato Grosso,CE
74172,Mato Grosso,PE
28972,Mato Grosso,TO
89054,Pernambuco,ES
64998,Rio de Janeiro,MA
50499,Roraima,RN
13453,Espírito Santo,AM
95360,São Paulo,PR
72646,Alagoas,PB
23710,Piauí,PR
19530,Maranhão,TO
68421,Amapá,RO
35814,Ceará,MA
57324,Rio Grande do Norte,RO
92341,Santa Catarina,PE
62072,Rondônia,AC
26730,Acre,AC
6045,Tocantins,MT
49201,Rio Grande do Sul,AL
35791,Piauí,MG
45682,Roraima,AM
24506,Alagoas,PB
1357,Distrito Federal,MG
64658,Acre,RR
87158,Mato Grosso,AL
26396,Rio Grande do Norte,MT
46093,Paraíba,CE
17801,Espírito Santo,MG
35297,Rio de Janeiro,RO
57198,Mato Grosso do Sul,MA
66539,Mato Grosso,AM
96618,Pará,MS
60085,Piauí,ES
56920,Paraná,PI
47706,Bahia,AC
12236,São Paulo,ES
82645,Amapá,PA
62198,Roraima,PA
19695,Mato Grosso,RR
87287,Bahia,SC
91616,Maranhão,PB
39627,Alagoas,ES
24538,Rondônia,ES
24538,Amapá,AC
77845,Distrito Federal,AL
31197,Espírito Santo,SP
78469,Tocantins,GO
67652,São Paulo,RJ
40681,Rio de Janeiro,AP
47300,Roraima,PB
80,Rio Grande do Norte,PE
89681,Alagoas,MT
96807,Piauí,MA
39193,Alagoas,TO
63931,Bahia,CE
4166,Piauí,PR
13905,Paraíba,RO
12671,Alagoas,RN
17986,Roraima,TO
15350,Mato Grosso do Sul,PR
28902,Rondônia,AL
42128,Paraná,AP
23744,Rio de Janeiro,ES
92783,Ceará,GO
49838,Amazonas,MG
29330,Ceará,MS
50521,Alagoas,AM
80007,Amapá,MG
96553,Pará,AL
31630,Ceará,MT
42978,Paraíba,AL
82338,Paraná,SC
86735,Rio Grande do Norte,PA
61505,Distrito Federal,MS
65044,Distrito Federal,PE
97936,Paraná,RR
94120,Minas Gerais,SP
62656,Goiás,RO
1165,Rondônia,RO
94532,Roraima,PA
15038,Mato Grosso do Sul,ES
94214,Pará,CE
13842,Paraná,MS
11189,Pernambuco,RR
82649,Amazonas,BA
44162,Rio de Janeiro,MS
72513,São Paulo,MT
95911,Piauí,RS
97870,Ceará,GO
22768,Rio Grande do Norte,DF
76058,Pará,CE
824,Rio Grande do Norte,TO
22377,Espírito Santo,MS
83483,Tocantins,MG
92307,Mato Grosso do Sul,RR
53869,Roraima,GO
91887,Santa Catarina,RO
13177,Pernambuco,AM
93477,Pernambuco,AL
57244,Rio Grande do Sul,MS
33036,Distrito Federal,PB
39096,Minas Gerais,SP
45468,Goiás,AC
45998,Piauí,BA
13691,Alagoas,PE
14447,Distrito Federal,RO
94786,Amapá,BA
71681,São Paulo,RS
9129,Rio Grande do Norte,ES
10575,Mato Grosso,MA
30648,Amazonas,PI
61609,Rio de Janeiro,CE
28167,Tocantins,MT
60843,Ceará,AM
25982,Roraima,RR
60924,Distrito Federal,PB
50420,Paraíba,MT
13075,Paraná,SC
15641,Goiás,PB
27782,Piauí,BA
98834,Rio Grande do Sul,AM
83890,Espírito Santo,RS
60965,Amazonas,RJ
29260,Rondônia,CE
87180,Mato Grosso do Sul,RN
78604,Distrito Federal,DF
70949,Piauí,MS
18467,Sergipe,MA
87538,Piauí,RJ
87508,Paraná,PI
63290,Amapá,RO
17113,Paraná,SE
12671,Ceará,ES
83527,Tocantins,MS
36517,Ceará,SE
50570,Maranhão,PI
97560,Mato Grosso do Sul,DF
1997,Rio Grande do Sul,SE
70286,Amazonas,RR
61171,Tocantins,PB
55026,Amapá,ES
69306,Rio Grande do Norte,MG
55107,Paraíba,PE
80188,Pará,RJ
3726,Alagoas,PA
99140,Mato Grosso do Sul,SP
41852,Pará,MT
88178,Mato Grosso,AC
81222,Rio Grande do Norte,BA
64576,Tocantins,SP
69769,Ceará,PA
24623,Distrito Federal,DF
12943,Rondônia,RR
7014,Piauí,SE
59786,São Paulo,SC
77669,Rio Grande do Norte,TO
9888,Tocantins,TO
91095,Roraima,AL
78638,Paraíba,SC
59776,Mato Grosso,AP
1406,Paraná,PA
61326,Alagoas,DF
89339,Santa Catarina,DF
1491,Goiás,PE
8527,Paraíba,AC
16211,Pernambuco,RJ
83207,Distrito Federal,RO
81641,Pará,MA
7719,Minas Gerais,PR
93378,Paraná,TO
24937,Paraíba,PR
26518,Roraima,GO
85592,Rio Grande do Norte,AC
83548,Ceará,MA
92643,Minas Gerais,RN
44818,Pará,GO
73591,Rio de Janeiro,PA
90739,Piauí,PB
48990,Minas Gerais,MS
74057,Sergipe,BA
86547,Ceará,GO
76057,Amapá,MG
11787,Distrito Federal,GO
19361,Maranhão,RN
37098,Rio de Janeiro,GO
54172,Mato Grosso,AM
49209,Rio Grande do Sul,MT
95817,Piauí,RS
89076,São Paulo,RJ
92061,Sergipe,BA
7012,Bahia,AL
19433,Espírito Santo,AP
56139,Rio de Janeiro,PI
99458,Rio Grande do Sul,MS
62681,Rondônia,RJ
96966,São Paulo,RO
29955,Pará,MG
595,Amapá,PA
46965,Maranhão,MG
9863,Rio Grande do Sul,MG
3786,Mato Grosso do Sul,MG
53896,Tocantins,CE
15831,Acre,CE
24444,Amazonas,MS
28572,Espírito Santo,MS
37887,Maranhão,PA
98280,Maranhão,RN
41784,Rio de Janeiro,GO
54355,Distrito Federal,PA
27031,Mato Grosso,RJ
23462,Amazonas,MG
39314,Rio Grande do Sul,ES
27521,Tocantins,ES
61096,Sergipe,RN
27609,Paraíba,RS
58741,Maranhão,ES
87397,São Paulo,PB
20600,Amazonas,SC
4128,Santa Catarina,PE
82426,Maranhão,SE
36319,Alagoas,MG
96746,Rio Grande do Norte,AM
76081,Rio de Janeiro,CE
75553,Rondônia,AP
46831,Distrito Federal,PI
3403,Pará,AL
33970,Goiás,PE
626,Amazonas,PI
20884,Distrito Federal,SE
87157,Pernambuco,PB
10055,Alagoas,CE
28634,Mato Grosso do Sul,SP
23157,Paraíba,MT
10281,Distrito Federal,PR
32981,Roraima,RO
50812,Minas Gerais,AM
32503,Maranhão,MA
40060,Bahia,AC
79109,Acre,RS
31152,Espírito Santo,AM
49669,Rondônia,SE
81784,Espírito Santo,RJ
56484,Goiás,MG
64620,Pernambuco,PB
74980,Roraima,SE
12761,Santa Catarina,RO
87330,Distrito Federal,RJ
8107,Pará,AM
23470,Bahia,GO
17402,Pernambuco,CE
84339,São Paulo,SP
73516,Mato Grosso,MG
52379,Distrito Federal,AP
55970,Distrito Federal,BA
59190,Maranhão,SE
97845,Sergipe,MT
64120,Amapá,SP
92471,Amazonas,RS
56201,Pará,BA
75223,Santa Catarina,MA
25990,Rio Grande do Norte,RO
48919,Espírito Santo,GO
28596,Maranhão,PI
59188,Minas Gerais,PI
33819,Pernambuco,BA
57432,Maranhão,PE
83339,Amazonas,RR
3699,Pará,DF
8629,Pernambuco,SE
87064,Mato Grosso do Sul,TO
92833,Minas Gerais,SP
13956,Bahia,PE
92841,Rondônia,MS
51079,Roraima,RN
43503,Piauí,DF
78085,Rondônia,RR
16120,São Paulo,MS
17375,Goiás,PI
21187,Mato Grosso,AM
33641,Roraima,TO
92520,Rio de Janeiro,RS
79881,São Paulo,RO
68103,Distrito Federal,PE
48561,São Paulo,AM
98977,Mato Grosso,RN
81778,Alagoas,PR
36469,Bahia,TO
54555,Paraíba,PI
57480,Amapá,PA
9077,Amapá,AP
27269,Pará,ES
8488,Goiás,MG
45760,Rio Grande do Sul,AM
85669,Bahia,RR
48830,Mato Grosso do Sul,ES
47053,Santa Catarina,RO
66472,Mato Grosso,MA
18867,Rondônia,RO
57133,Paraná,RO
75434,Roraima,AC
81505,Piauí,MG
22947,São Paulo,ES
37432,Mato Grosso do Sul,PE
13616,Amazonas,SP
73842,Paraná,AM
29324,Ceará,MA
23830,Mato Grosso do Sul,SP
62580,Alagoas,PI
46389,Pará,MS
78888,Piauí,RS
96769,Amapá,TO
7268,Mato Grosso,AL
34585,Bahia,ES
90340,Tocantins,AM
28107,Ceará,RO
70964,Rio Grande do Norte,SE
23434,Distrito Federal,RN
57800,Tocantins,MT
61701,Mato Grosso,AM
71862,Ceará,CE
70028,Roraima,RN
16703,Paraíba,PI
71986,Santa Catarina,AL
75149,Bahia,GO
28105,Rio Grande do Norte,RO
74266,Rondônia,RN
6849,Goiás,PI
92533,Rio Grande do Sul,MA
17864,Piauí,SC
38961,Rio Grande do Norte,PI
13068,Roraima,PR
47844,Maranhão,RN
48150,Tocantins,PA
77820,Rio Grande do Norte,AL
64018,Tocantins,RR
93581,Acre,DF
21674,Amapá,MT
75559,Mato Grosso do Sul,SE
72876,Maranhão,RR
94982,Pernambuco,ES
63782,Mato Grosso,CE
90825,Ceará,TO
2480,Minas Gerais,SC
58188,Amazonas,MA
9219,Mato Grosso do Sul,DF
31895,Pernambuco,AM
58537,Ceará,MS
66913,Amazonas,MG
74596,Rio Grande do Sul,SE
27424,Maranhão,MA
18893,Goiás,MS
59220,Acre,MG
80681,Roraima,SC
39037,Piauí,AM
51199,Pará,AM
48490,Bahia,MG
81666,Amapá,TO
90299,São Paulo,PI
43749,Bahia,SC
22018,Ceará,DF
76688,Amazonas,AM
87976,Rio de Janeiro,PI
65937,Maranhão,RJ
42249,Minas Gerais,RS
51692,Espírito Santo,RR
38239,Mato Grosso do Sul,MS
35104,Sergipe,BA
61335,Amapá,AM
41108,Roraima,RR
54891,Santa Catarina,RR
85745,Pará,AM
36620,Distrito Federal,PE
2240,Pará,MG
54917,Piauí,AL
44577,Tocantins,PR
92509,Piauí,PE
15862,Mato Grosso do Sul,MS
36947,Maranhão,PB
26288,Amapá,RJ
65978,Minas Gerais,RR
26054,Rio Grande do Norte,AL
29498,Goiás,PI
92857,Piauí,AC
15302,Bahia,BA
57444,Maranhão,RJ
50395,Rio Grande do Norte,RN
4042,Paraná,MT
61705,Rio Grande do Sul,RO
64406,Bahia,GO
92716,Maranhão,PR
